"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population
Bangladesh,"234,889",,"3,083",,"132,960","98,846",1,"1,425",19,"1,164,195","7,063","164,820,045"
Turkey,"229,891",,"5,674",,"213,539","10,678","1,280","2,723",67,"4,754,331","56,324","84,410,984"
Germany,"209,653",,"9,221",,"192,000","8,432",261,"2,502",110,"8,006,135","95,532","83,806,150"
France,"186,573",,"30,254",,"81,500","74,819",380,"2,858",463,"2,982,302","45,681","65,285,551"
Argentina,"185,373",,"3,441",,"80,596","101,336","1,002","4,099",76,"690,823","15,274","45,228,960"
Iraq,"121,263",,"4,671",,"85,546","31,046",446,"3,010",116,"983,335","24,407","40,288,721"
Canada,"115,799",,"8,929",,"100,862","6,008","2,240","3,066",236,"3,996,625","105,818","37,768,699"
Qatar,"110,460",,171,,"107,135","3,154",91,"39,340",61,"492,569","175,428","2,807,805"
Indonesia,"106,336",,"5,058",,"64,292","36,986",,388,18,"1,477,629","5,398","273,753,080"
Egypt,"93,757",,"4,774",,"38,236","50,747",41,915,47,"135,000","1,317","102,479,554"
Philippines,"89,374",,"1,983",,"65,064","22,327",351,815,18,"1,462,755","13,335","109,694,822"
Kazakhstan,"89,078","+1,414",793,,"59,517","28,768",221,"4,740",42,"2,079,540","110,647","18,794,372"
Ecuador,"84,370",,"5,657",,"35,824","42,889",350,"4,776",320,"238,224","13,487","17,663,697"
China,"84,292",+127,"4,634",,"78,974",684,6,59,3,"90,410,000","62,814","1,439,323,776"
Sweden,"80,100",,"5,739",,N/A,N/A,41,"7,927",568,"810,356","80,198","10,104,394"
Oman,"79,159",,421,,"61,421","17,317",187,"15,473",82,"305,651","59,745","5,115,955"
Bolivia,"75,234","+1,700","2,894",+86,"23,305","49,035",71,"6,438",248,"161,929","13,857","11,685,413"
Israel,"70,379",+343,503,+3,"43,796","26,080",321,"7,652",55,"1,651,766","179,587","9,197,590"
Ukraine,"69,884","+1,090","1,693",+20,"38,752","29,439",114,"1,599",39,"1,029,220","23,546","43,710,857"
Belgium,"68,006",+671,"9,840",+4,"17,513","40,653",42,"5,866",849,"1,618,788","139,626","11,593,776"
Dominican Republic,"67,915",,"1,146",,"35,302","31,467",284,"6,256",106,"255,356","23,521","10,856,569"
Belarus,"67,665",,553,,"61,765","5,347",,"7,161",59,"1,288,586","136,372","9,449,060"
Kuwait,"66,529",,445,,"57,330","8,754",134,"15,561",104,"502,168","117,454","4,275,450"
Panama,"64,191",,"1,397",,"38,218","24,576",161,"14,859",323,"219,942","50,913","4,319,982"
UAE,"60,223",,349,,"53,626","6,248",,"6,083",35,"5,021,657","507,249","9,899,794"
Netherlands,"53,963",,"6,147",,N/A,N/A,27,"3,149",359,"962,965","56,189","17,138,032"
Singapore,"52,205",+396,27,,"46,308","5,870",,"8,918",5,"1,321,094","225,672","5,854,053"
Portugal,"50,868",,"1,727",,"36,140","13,001",42,"4,990",169,"1,591,873","156,155","10,194,159"
Romania,"49,591",,"2,304",,"26,609","20,678",402,"2,579",120,"1,177,630","61,250","19,226,464"
Guatemala,"48,826",,"1,867",,"35,629","11,330",5,"2,722",104,"148,164","8,259","17,940,552"
Poland,"45,031",,"1,709",,"33,643","9,679",63,"1,190",45,"2,210,041","58,400","37,843,091"
Nigeria,"42,689",,878,,"19,270","22,541",7,207,4,"272,748","1,321","206,508,288"
Honduras,"41,426",+482,"1,312",+53,"5,443","34,671",52,"4,177",132,"102,882","10,375","9,916,688"
Bahrain,"40,755",,146,,"37,357","3,252",41,"23,896",86,"826,672","484,701","1,705,531"
Armenia,"38,550",+354,738,+10,"28,997","8,815",10,"13,007",249,"163,736","55,247","2,963,706"
Afghanistan,"36,542",,"1,271",,"25,471","9,800",31,937,33,"88,524","2,270","38,992,638"
Kyrgyzstan,"35,619",+396,"1,372",+8,"24,685","9,562",24,"5,453",210,"267,718","40,983","6,532,418"
Ghana,"35,142",,175,,"31,286","3,681",8,"1,129",6,"382,752","12,299","31,121,053"
Switzerland,"35,022",,"1,980",,"31,100","1,942",24,"4,044",229,"784,786","90,625","8,659,744"
Japan,"33,049",,"1,004",,"24,179","7,866",90,261,8,"785,224","6,210","126,443,231"
Azerbaijan,"31,560",,441,,"25,168","5,951",66,"3,110",43,"717,164","70,681","10,146,497"
Algeria,"29,831",,"1,200",,"20,082","8,549",62,679,27,,,"43,910,914"
Ireland,"26,027",,"1,763",,"23,364",900,4,"5,266",357,"628,987","127,270","4,942,146"
Serbia,"25,213",,565,,"14,047","10,601",150,"2,887",65,"659,548","75,512","8,734,335"
Moldova,"24,343",,771,,"17,040","6,532",362,"6,036",191,"128,076","31,756","4,033,162"
Uzbekistan,"23,558",+287,137,+1,"13,680","9,741",138,703,4,"1,377,915","41,124","33,506,746"
Morocco,"23,259",,346,,"17,311","5,602",31,630,9,"1,231,195","33,325","36,944,994"
Austria,"20,955",,718,,"18,628","1,609",18,"2,326",80,"880,036","97,667","9,010,596"
Kenya,"19,913",,325,,"8,121","11,467",44,370,6,"289,759","5,380","53,858,455"
Nepal,"19,547",,52,,"14,248","5,247",,670,2,"677,050","23,205","29,176,450"
,,,,,,,,,,,,
Venezuela,"17,859",,158,,"10,421","7,280",25,628,6,"1,521,688","53,526","28,429,034"
Costa Rica,"17,290",,140,,"4,280","12,870",75,"3,392",27,"84,815","16,637","5,097,841"
Cameroon,"17,255",,391,,"15,320","1,544",30,649,15,"149,000","5,603","26,593,511"
Australia,"16,905",+602,197,+8,"9,982","6,726",45,662,8,"4,237,260","166,016","25,523,207"
Ethiopia,"16,615",,263,,"6,763","9,589",134,144,2,"413,397","3,589","115,169,108"
Czechia,"16,371",,379,,"11,482","4,510",22,"1,528",35,"683,462","63,811","10,710,641"
El Salvador,"16,230",,439,,"8,268","7,523",503,"2,501",68,"236,501","36,447","6,488,889"
Ivory Coast,"15,978",,100,,"11,160","4,718",,605,4,"99,734","3,774","26,425,419"
S. Korea,"14,305",+36,301,+1,"13,183",821,13,279,6,"1,563,796","30,499","51,272,891"
Denmark,"13,725",,615,,"12,526",584,3,"2,369",106,"1,511,767","260,924","5,793,890"
Palestine,"11,548",,81,,"5,016","6,451",,"2,260",16,"155,355","30,402","5,110,066"
Sudan,"11,496",,725,,"6,001","4,770",,262,17,401,9,"43,923,903"
Bosnia and Herzegovina,"11,444",,328,,"5,586","5,530",,"3,490",100,"137,604","41,965","3,279,038"
Bulgaria,"11,420",,374,,"6,173","4,873",34,"1,645",54,"261,463","37,654","6,943,849"
Madagascar,"10,748",,105,,"7,461","3,182",94,387,4,"40,769","1,470","27,742,048"
North Macedonia,"10,617",,480,,"6,020","4,117",5,"5,096",230,"100,940","48,450","2,083,367"
Senegal,"10,106",,204,,"6,725","3,177",48,602,12,"107,814","6,427","16,775,409"
Norway,"9,208",,255,,"8,752",201,2,"1,697",47,"440,891","81,275","5,424,661"
DRC,"9,010",,215,,"6,437","2,358",,100,2,,,"89,749,872"
Malaysia,"8,964",,124,,"8,617",223,3,277,4,"963,079","29,726","32,398,441"
French Guiana,"7,728",,43,,"6,270","1,415",30,"25,826",144,"38,199","127,655","299,236"
Finland,"7,423",,329,,"6,950",144,,"1,340",59,"354,342","63,944","5,541,440"
Haiti,"7,412",+34,161,+2,"4,467","2,784",,649,14,"17,771","1,557","11,413,445"
Tajikistan,"7,366",,60,,"6,151","1,155",,771,6,,,"9,553,361"
Gabon,"7,352",,49,,"4,943","2,360",11,"3,298",22,"75,222","33,739","2,229,556"
Guinea,"7,242",,46,,"6,438",758,24,550,3,"14,407","1,095","13,158,067"
Luxembourg,"6,616",,114,,"5,027","1,475",6,"10,556",182,"410,443","654,868","626,757"
Mauritania,"6,295",,157,,"4,889","1,249",3,"1,351",34,"57,253","12,290","4,658,382"
Zambia,"5,555",,149,,"3,289","2,117",18,302,8,"81,482","4,424","18,420,243"
Paraguay,"5,207",,47,,"3,250","1,910",8,729,7,"125,361","17,559","7,139,415"
Albania,"5,197",,154,,"2,883","2,160",17,"1,806",54,"35,986","12,506","2,877,530"
Djibouti,"5,081",,58,,"4,999",24,,"5,137",59,"56,721","57,345","989,112"
Croatia,"5,071",,144,,"4,178",749,6,"1,236",35,"117,170","28,557","4,103,058"
CAR,"4,605",,59,,"1,574","2,972",2,952,12,"29,431","6,086","4,836,145"
Hungary,"4,484",,596,,"3,346",542,6,464,62,"336,461","34,837","9,658,252"
Greece,"4,401",,203,,"1,374","2,824",7,422,19,"519,887","49,900","10,418,642"
Lebanon,"4,334",,57,,"1,753","2,524",29,635,8,"293,452","43,010","6,822,802"
Malawi,"3,981",+123,109,+2,"1,807","2,065",4,208,6,"29,599","1,544","19,165,353"
Maldives,"3,719",,16,,"2,568","1,135",12,"6,871",30,"78,040","144,180","541,266"
Nicaragua,"3,672",,116,,"2,492","1,064",,554,17,,,"6,630,756"
Libya,"3,438",,73,,604,"2,761",,500,11,"50,036","7,274","6,878,565"
Thailand,"3,310",+6,58,,"3,125",127,1,47,0.8,"717,814","10,282","69,814,554"
Somalia,"3,212",,93,,"1,562","1,557",2,202,6,,,"15,924,499"
Congo,"3,200",,54,,829,"2,317",,579,10,,,"5,527,900"
Hong Kong,"3,152",,27,+2,"1,660","1,465",39,420,4,"524,969","69,978","7,501,879"
Zimbabwe,"3,092",,53,,924,"2,115",,208,4,"129,899","8,730","14,879,663"
Equatorial Guinea,"3,071",,51,,842,"2,178",,"2,184",36,"16,000","11,379","1,406,115"
Montenegro,"3,016",,47,,931,"2,038",7,"4,802",75,"34,818","55,436","628,073"
Mayotte,"2,962",,39,,"2,721",202,1,"10,838",143,"13,000","47,568","273,292"
Sri Lanka,"2,814",,11,,"2,333",470,1,131,0.5,"155,540","7,261","21,420,649"
Cuba,"2,597",,87,,"2,355",155,1,229,8,"256,996","22,691","11,326,031"
Eswatini,"2,577",,40,,"1,134","1,403",5,"2,219",34,"20,784","17,900","1,161,118"
Mali,"2,522",,124,,"1,931",467,,124,6,"22,011","1,085","20,291,700"
Cabo Verde,"2,418",,23,,"1,694",701,,"4,345",41,"41,634","74,819","556,465"
South Sudan,"2,322",,46,,"1,175","1,101",,207,4,"12,044","1,075","11,204,063"
Slovakia,"2,292",+27,29,+1,"1,695",568,2,420,5,"261,562","47,906","5,459,865"
Slovenia,"2,139",,117,,"1,780",242,3,"1,029",56,"130,612","62,826","2,078,962"
Lithuania,"2,062",,80,,"1,643",339,6,758,29,"515,797","189,712","2,718,842"
Namibia,"2,052",,10,,164,"1,878",24,806,4,"25,625","10,071","2,544,383"
Estonia,"2,051",,69,,"1,926",56,1,"1,546",52,"118,574","89,381","1,326,610"
Rwanda,"1,994",,5,,"1,085",904,,154,0.4,"260,025","20,040","12,975,387"
Guinea-Bissau,"1,981",,26,,803,"1,152",5,"1,005",13,"1,500",761,"1,971,385"
Iceland,"1,872",,10,,"1,823",39,,"5,483",29,"130,600","382,517","341,423"
Sierra Leone,"1,818",,67,,"1,362",389,,228,8,,,"7,989,061"
Mozambique,"1,808",,11,,638,"1,159",,58,0.4,"56,160","1,793","31,317,149"
Benin,"1,805",,36,,"1,036",733,1,149,3,"85,863","7,069","12,145,882"
Yemen,"1,726",,487,,856,383,,58,16,120,4,"29,874,304"
Suriname,"1,607",,26,,"1,003",578,11,"2,737",44,"1,619","2,758","587,053"
New Zealand,"1,560",,22,,"1,518",20,,312,4,"465,066","92,974","5,002,100"
Tunisia,"1,514",,50,,"1,187",277,3,128,4,"94,271","7,970","11,828,437"
Uruguay,"1,243",,35,,978,230,5,358,10,"110,951","31,931","3,474,726"
Latvia,"1,231",+3,32,+1,"1,052",147,,653,17,"198,508","105,347","1,884,332"
Jordan,"1,191",,11,,"1,072",108,3,117,1,"592,524","58,027","10,211,202"
Liberia,"1,181",,73,,667,441,,233,14,,,"5,066,338"
Georgia,"1,168",+8,17,,940,211,5,293,4,"225,145","56,448","3,988,514"
Uganda,"1,147",,2,,"1,028",117,,25,0.04,"266,856","5,821","45,840,090"
Niger,"1,134",,69,,"1,028",37,,47,3,"9,052",373,"24,264,572"
Angola,"1,109",,51,,395,663,5,34,2,"63,371","1,924","32,936,655"
Burkina Faso,"1,106",,53,,935,118,,53,3,,,"20,943,848"
Cyprus,"1,090",,19,,852,219,,902,16,"196,479","162,639","1,208,070"
Chad,935,,75,,813,47,,57,5,,,"16,458,914"
Andorra,922,,52,,806,64,,"11,931",673,"3,750","48,528","77,275"
Togo,908,,18,,626,264,2,109,2,"41,657","5,023","8,292,861"
Sao Tome and Principe,870,,15,,771,84,,"3,964",68,"2,872","13,086","219,466"
Jamaica,864,+8,10,,724,130,,292,3,"37,527","12,668","2,962,231"
Malta,814,,9,,665,140,,"1,843",20,"125,685","284,586","441,641"
Botswana,804,,2,,63,739,1,341,0.8,"68,423","29,052","2,355,166"
Syria,738,,41,,229,468,,42,2,,,"17,531,446"
,,,,,,,,,,,,
Diamond Princess,712,,13,,651,48,4,,,,,
San Marino,699,,42,,657,0,,"20,597","1,238","5,729","168,813","33,937"
Réunion,657,,4,,592,61,4,733,4,"35,419","39,538","895,830"
Lesotho,604,,13,,144,447,,282,6,"7,463","3,481","2,143,618"
Channel Islands,587,,47,,533,7,,"3,374",270,"30,721","176,567","173,991"
Tanzania,509,,21,,183,305,7,9,0.4,,,"59,853,712"
Vietnam,509,,,,373,136,,5,,"430,000","4,414","97,408,737"
Bahamas,508,,14,,91,403,1,"1,291",36,"4,167","10,588","393,544"
Taiwan,467,,7,,441,19,,20,0.3,"81,587","3,425","23,820,377"
Gambia,403,,8,,66,329,,166,3,"4,859","2,007","2,421,450"
Guyana,401,,20,,185,196,3,510,25,"4,641","5,898","786,864"
Burundi,387,,1,,304,82,,32,0.08,"14,362","1,205","11,915,413"
Comoros,378,,7,,330,41,,434,8,,,"870,971"
Myanmar,353,,6,,295,52,,6,0.1,"112,381","2,064","54,439,424"
Mauritius,344,,10,,332,2,,270,8,"205,285","161,395","1,271,944"
Isle of Man,336,,24,,312,0,,"3,950",282,"8,181","96,168","85,070"
Mongolia,291,,,,225,66,4,89,,"35,477","10,808","3,282,334"
Eritrea,279,,,,225,54,,79,,,,"3,550,236"
Martinique,269,,15,,98,156,4,717,40,"12,227","32,584","375,240"
Guadeloupe,244,,14,,176,54,3,610,35,"15,235","38,075","400,130"
Cambodia,234,,,,164,70,1,14,,"63,364","3,786","16,736,949"
Faeroe Islands,225,,,,188,37,2,"4,603",,"36,922","755,391","48,878"
Cayman Islands,203,,1,,202,0,,"3,086",15,"29,942","455,163","65,783"
Gibraltar,187,,,,180,7,,"5,551",,"20,877","619,679","33,690"
Trinidad and Tobago,164,,8,,130,26,,117,6,"7,716","5,512","1,399,864"
Bermuda,156,,9,,141,6,,"2,506",145,"20,962","336,696","62,258"
Brunei,141,,3,,138,0,,322,7,"40,202","91,825","437,813"
Sint Maarten,128,+2,15,,64,49,,"2,983",350,857,"19,970","42,914"
Monaco,120,,4,,105,11,,"3,056",102,"38,209","973,106","39,265"
Aruba,120,,3,,105,12,,"1,124",28,"11,168","104,566","106,803"
Seychelles,114,,,,39,75,,"1,159",,,,"98,397"
Barbados,110,,7,,96,7,,383,24,"10,881","37,860","287,404"
Turks and Caicos,104,,2,,37,65,1,"2,683",52,"1,168","30,136","38,758"
Bhutan,101,,,,88,13,,131,,"43,196","55,933","772,280"
Antigua and Barbuda,91,,3,,67,21,1,929,31,"1,345","13,725","97,994"
Liechtenstein,88,,1,,85,2,,"2,307",26,900,"23,599","38,137"
Papua New Guinea,72,+9,2,,11,59,,8,0.2,"10,000","1,116","8,959,762"
French Polynesia,62,,,,62,0,,221,,"5,390","19,179","281,041"
St. Vincent Grenadines,52,,,,39,13,,469,,"1,866","16,816","110,969"
Saint Martin,49,,3,,41,5,1,"1,266",77,"1,080","27,895","38,716"
Belize,48,,2,,27,19,,121,5,"3,251","8,165","398,173"
Macao,46,,,,46,0,,71,,"4,071","6,263","650,024"
Curaçao,29,,1,,24,4,,177,6,"1,080","6,579","164,148"
Fiji,27,,1,+1,18,8,,30,1,"6,693","7,462","896,971"
Saint Lucia,25,,,,22,3,,136,,"2,968","16,157","183,696"
Grenada,24,,,,23,1,,213,,"6,252","55,541","112,566"
Timor-Leste,24,,,,24,0,,18,,"1,568","1,188","1,320,331"
New Caledonia,22,,,,22,0,,77,,"10,186","35,651","285,717"
Laos,20,,,,19,1,,3,,"26,737","3,671","7,283,730"
Dominica,18,,,,18,0,,250,,"1,005","13,958","72,001"
Saint Kitts and Nevis,17,,,,15,2,,319,,"1,006","18,899","53,229"
Greenland,14,,,,13,1,,247,,"5,836","102,786","56,778"
Falkland Islands,13,,,,13,0,,"3,728",,"1,816","520,792","3,487"
Montserrat,12,,1,,10,1,,"2,404",200,61,"12,220","4,992"
Vatican City,12,,,,12,0,,"14,981",,,,801
Caribbean Netherlands,11,,,,7,4,,419,,424,"16,157","26,242"
Western Sahara,10,,1,,8,1,,17,2,,,"598,400"
MS Zaandam,9,,2,,,7,,,,,,
British Virgin Islands,8,,1,,7,0,,264,33,439,"14,514","30,247"
St. Barth,7,,,,6,1,,709,,"1,246","126,126","9,879"
Saint Pierre Miquelon,4,,,,1,3,,691,,,,"5,792"
Anguilla,3,,,,3,0,,200,,380,"25,310","15,014"
