"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population
Ukraine,"68,794","+1,197","1,673",+23,"38,154","28,967",102,"1,574",38,"1,013,793","23,193","43,711,571"
Israel,"68,769",+470,497,+6,"35,516","32,756",336,"7,477",54,"1,651,766","179,587","9,197,590"
Dominican Republic,"67,915","+1,733","1,146",+23,"35,302","31,467",284,"6,256",106,"255,356","23,522","10,856,272"
Belarus,"67,665",+147,553,+5,"61,765","5,347",,"7,161",59,"1,288,586","136,372","9,449,069"
Belgium,"67,335",+673,"9,836",+3,"17,492","40,007",47,"5,808",848,"1,618,788","139,627","11,593,639"
Kuwait,"66,529",+626,445,+1,"57,330","8,754",134,"15,561",104,"502,168","117,459","4,275,277"
Panama,"63,269",,"1,374",,"37,316","24,579",158,"14,646",318,"216,730","50,171","4,319,796"
UAE,"60,223",+302,349,+2,"53,626","6,248",,"6,083",35,"5,021,657","507,265","9,899,467"
Netherlands,"53,963",+342,"6,147",,N/A,N/A,27,"3,149",359,"962,965","56,189","17,137,929"
Singapore,"51,809",+278,27,,"46,308","5,474",,"8,850",5,"1,321,094","225,677","5,853,928"
Portugal,"50,868",+255,"1,727",+2,"36,140","13,001",42,"4,990",169,"1,591,873","156,154","10,194,240"
Romania,"49,591","+1,356","2,304",+35,"26,609","20,678",402,"2,579",120,"1,177,630","61,249","19,226,813"
Guatemala,"47,605",,"1,835",,"34,488","11,282",5,"2,654",102,"148,164","8,259","17,939,645"
Poland,"45,031",+615,"1,709",+15,"33,643","9,679",63,"1,190",45,"2,186,977","57,790","37,843,204"
Nigeria,"42,208",,873,,"19,004","22,331",7,204,4,"272,748","1,321","206,494,286"
Honduras,"40,944",+484,"1,259",+45,"5,281","34,404",59,"4,129",127,"98,904","9,974","9,916,258"
Bahrain,"40,311",,145,+1,"36,920","3,246",40,"23,638",85,"817,608","479,432","1,705,369"
Armenia,"38,196",+259,728,+5,"28,366","9,102",10,"12,888",246,"161,754","54,579","2,963,691"
Afghanistan,"36,542",+71,"1,271",,"25,471","9,800",31,937,33,"88,524","2,270","38,990,237"
Kyrgyzstan,"35,223",+631,"1,364",+17,"23,985","9,874",24,"5,392",209,"267,718","40,985","6,532,124"
Ghana,"35,142",,175,,"31,286","3,681",8,"1,129",6,"382,752","12,300","31,119,277"
Switzerland,"35,022",+220,"1,980",+1,"31,100","1,942",24,"4,044",229,"784,786","90,626","8,659,571"
Japan,"31,901",,"1,001",,"23,507","7,393",81,252,8,"765,346","6,053","126,444,285"
Azerbaijan,"31,560",+339,441,+3,"25,168","5,951",66,"3,111",43,"717,164","70,683","10,146,248"
Algeria,"29,229",,"1,186",,"19,592","8,451",70,666,27,,,"43,908,748"
Ireland,"25,942",,"1,764",,"23,364",814,4,"5,249",357,"628,987","127,274","4,941,995"
Serbia,"25,213",+321,565,+7,"14,047","10,601",150,"2,887",65,"659,548","75,511","8,734,430"
Moldova,"23,947",,762,+3,"17,040","6,145",362,"5,937",189,"128,076","31,756","4,033,187"
Uzbekistan,"23,078",+493,134,+3,"13,432","9,512",138,689,4,"1,377,915","41,125","33,505,420"
Morocco,"22,213",,334,,"17,125","4,754",31,601,9,"1,210,035","32,753","36,943,799"
Austria,"20,955",+105,718,+2,"18,628","1,609",18,"2,326",80,"880,036","97,668","9,010,456"
Nepal,"19,547",+274,52,+3,"14,248","5,247",,670,2,"677,050","23,206","29,175,017"
Kenya,"19,125",,311,,"8,021","10,793",44,355,6,"289,759","5,380","53,855,211"
,,,,,,,,,,,,
Cameroon,"17,255",,391,,"15,320","1,544",30,649,15,"149,000","5,603","26,591,700"
Venezuela,"17,158",,154,,"10,421","6,583",25,604,5,"1,521,688","53,525","28,429,253"
Costa Rica,"16,800",,133,,"4,050","12,617",75,"3,296",26,"84,815","16,638","5,097,714"
Australia,"16,303",+721,189,+13,"10,619","5,495",39,639,7,"4,153,568","162,742","25,522,399"
El Salvador,"16,230",+389,439,+9,"8,206","7,585",503,"2,501",68,"236,501","36,448","6,488,800"
Czechia,"16,093",,378,+4,"11,429","4,286",16,"1,503",35,"675,755","63,092","10,710,586"
Ivory Coast,"15,813",,99,,"10,793","4,921",,598,4,"98,014","3,709","26,423,629"
Ethiopia,"15,810",,253,,"6,685","8,872",66,137,2,"403,611","3,505","115,161,304"
S. Korea,"14,269",+18,300,,"13,132",837,13,278,6,"1,556,215","30,352","51,272,771"
Denmark,"13,725",+91,615,+1,"12,526",584,3,"2,369",106,"1,511,767","260,927","5,793,834"
Palestine,"11,548",+264,81,+1,"5,016","6,451",,"2,260",16,"155,355","30,404","5,109,741"
Sudan,"11,496",,725,,"6,001","4,770",,262,17,401,9,"43,921,098"
Bosnia and Herzegovina,"11,444",+317,328,+12,"5,586","5,530",,"3,490",100,"137,604","41,964","3,279,093"
Bulgaria,"11,155",,368,,"5,971","4,816",37,"1,606",53,"254,824","36,697","6,943,991"
Madagascar,"10,748",+431,105,+6,"7,461","3,182",94,387,4,"40,769","1,470","27,740,097"
North Macedonia,"10,617",+114,480,+4,"6,020","4,117",5,"5,096",230,"100,940","48,450","2,083,367"
Senegal,"10,106",+145,204,+4,"6,725","3,177",48,602,12,"107,814","6,427","16,774,199"
Norway,"9,185",+13,255,,"8,752",178,2,"1,693",47,"440,891","81,277","5,424,545"
DRC,"9,010",+79,215,+5,"6,437","2,358",,100,2,,,"89,742,399"
Malaysia,"8,964",+8,124,,"8,617",223,3,277,4,"963,079","29,727","32,397,308"
French Guiana,"7,728",+81,43,,"6,270","1,415",30,"25,828",144,"38,199","127,664","299,215"
Finland,"7,423",+9,329,,"6,950",144,,"1,340",59,"354,342","63,944","5,541,417"
Haiti,"7,378",+7,159,+1,"4,467","2,752",,646,14,"17,539","1,537","11,413,066"
Tajikistan,"7,366",+46,60,,"6,151","1,155",,771,6,,,"9,552,775"
Gabon,"7,352",,49,,"4,943","2,360",11,"3,298",22,"75,222","33,741","2,229,412"
Guinea,"7,183",,46,,"6,404",733,24,546,3,"14,407","1,095","13,157,090"
Luxembourg,"6,533",,114,,"4,959","1,460",5,"10,424",182,"410,443","654,897","626,729"
Mauritania,"6,273",,156,,"4,776","1,341",3,"1,347",33,"57,253","12,291","4,658,047"
Zambia,"5,555",+306,149,+3,"3,289","2,117",18,302,8,"81,482","4,424","18,418,831"
Albania,"5,197",+92,154,+4,"2,883","2,160",17,"1,806",54,"35,986","12,506","2,877,539"
Djibouti,"5,081",,58,,"4,999",24,,"5,137",59,"56,721","57,348","989,072"
Croatia,"5,071",+78,144,+3,"4,178",749,6,"1,236",35,"117,170","28,556","4,103,127"
Paraguay,"4,866",,46,,"3,169","1,651",8,682,6,"122,829","17,205","7,139,176"
CAR,"4,605",,59,,"1,574","2,972",2,952,12,"29,431","6,086","4,835,915"
Hungary,"4,484",+19,596,,"3,346",542,6,464,62,"336,461","34,836","9,658,318"
Greece,"4,401",+65,203,,"1,374","2,824",7,422,19,"519,887","49,899","10,418,780"
Lebanon,"4,334",+129,57,+2,"1,753","2,524",27,635,8,"293,452","43,010","6,822,885"
Malawi,"3,858",+120,107,+4,"1,760","1,991",4,201,6,"29,212","1,524","19,163,998"
Nicaragua,"3,672",,116,,"2,492","1,064",,554,17,,,"6,630,540"
Maldives,"3,567",,15,,"2,554",998,12,"6,590",28,"76,937","142,150","541,240"
Thailand,"3,304",+6,58,,"3,111",135,1,47,0.8,"717,814","10,282","69,814,077"
Libya,"3,222",,76,,596,"2,550",,468,11,"50,034","7,274","6,878,310"
Somalia,"3,212",,93,,"1,562","1,557",2,202,6,,,"15,923,283"
Congo,"3,200",,54,,829,"2,317",,579,10,,,"5,527,528"
Hong Kong,"3,152",+149,25,+1,"1,660","1,467",39,420,3,"524,969","69,980","7,501,713"
Equatorial Guinea,"3,071",,51,,842,"2,178",,"2,184",36,"16,000","11,380","1,405,989"
Montenegro,"3,016",,47,,931,"2,038",7,"4,802",75,"34,818","55,436","628,072"
Mayotte,"2,962",+57,39,,"2,721",202,1,"10,839",143,"13,000","47,571","273,274"
Zimbabwe,"2,879",,41,,887,"1,951",,193,3,"126,708","8,516","14,879,072"
Sri Lanka,"2,814",+4,11,,"2,333",470,1,131,0.5,"155,540","7,261","21,420,404"
Cuba,"2,597",+9,87,,"2,355",155,1,229,8,"256,996","22,691","11,326,049"
Eswatini,"2,551",,40,,"1,070","1,441",5,"2,197",34,"20,784","17,900","1,161,086"
Mali,"2,521",,124,,"1,927",470,,124,6,"22,011","1,085","20,290,100"
Cabo Verde,"2,418",+45,23,,"1,694",701,,"4,345",41,"41,634","74,821","556,449"
South Sudan,"2,322",,46,,"1,175","1,101",,207,4,"12,044","1,075","11,203,704"
Slovakia,"2,265",+20,28,,"1,675",562,2,415,5,"257,535","47,169","5,459,857"
Slovenia,"2,139",+24,117,,"1,780",242,3,"1,029",56,"130,612","62,826","2,078,961"
Lithuania,"2,062",+19,80,,"1,643",339,6,758,29,"515,797","189,705","2,718,945"
Estonia,"2,051",+9,69,,"1,926",56,1,"1,546",52,"118,574","89,381","1,326,608"
Namibia,"1,986",,9,,104,"1,873",24,781,4,"24,852","9,768","2,544,257"
Rwanda,"1,963",,5,,"1,036",922,,151,0.4,"255,959","19,728","12,974,507"
Guinea-Bissau,"1,954",,26,,803,"1,125",5,991,13,"1,500",761,"1,971,258"
Iceland,"1,872",+11,10,,"1,823",39,,"5,483",29,"130,600","382,523","341,417"
Benin,"1,805",,36,,"1,036",733,1,149,3,"85,863","7,070","12,145,012"
Sierra Leone,"1,803",,67,,"1,355",381,,226,8,,,"7,988,617"
Mozambique,"1,748",,11,,616,"1,121",,56,0.4,"55,211","1,763","31,314,748"
Yemen,"1,711",,485,,849,377,,57,16,120,4,"29,872,505"
Suriname,"1,607",,26,,"1,003",578,11,"2,737",44,"1,619","2,758","587,039"
New Zealand,"1,560",+1,22,,"1,514",24,,312,4,"462,590","92,479","5,002,100"
Tunisia,"1,514",+26,50,,"1,187",277,3,128,4,"94,271","7,970","11,828,099"
Uruguay,"1,237",,35,,967,235,6,356,10,"109,311","31,459","3,474,694"
Latvia,"1,228",+4,31,,"1,052",145,,652,16,"197,035","104,562","1,884,389"
Jordan,"1,191",+4,11,,"1,072",108,3,117,1,"592,524","58,028","10,210,926"
Liberia,"1,179",,72,,664,443,,233,14,,,"5,066,013"
Georgia,"1,160",+5,17,,935,208,5,291,4,"214,043","53,665","3,988,535"
Uganda,"1,147",+7,2,,"1,028",117,,25,0.04,"266,856","5,822","45,836,124"
Niger,"1,134",+2,69,,"1,028",37,,47,3,"9,052",373,"24,262,163"
Burkina Faso,"1,106",+1,53,,935,118,,53,3,,,"20,942,277"
Cyprus,"1,084",+4,19,,852,213,,897,16,"196,479","162,642","1,208,046"
Angola,"1,078",,48,,301,729,5,33,1,"63,371","1,924","32,933,849"
Chad,926,,75,,813,38,,56,5,,,"16,457,621"
Andorra,922,+4,52,,806,64,,"11,931",673,"3,750","48,528","77,275"
Togo,896,,18,,612,266,2,108,2,"41,245","4,974","8,292,330"
Sao Tome and Principe,868,,15,,766,87,,"3,955",68,"2,858","13,023","219,455"
Jamaica,856,+1,10,,724,122,,289,3,"37,527","12,669","2,962,196"
Botswana,804,,2,,63,739,1,341,0.8,"68,423","29,054","2,355,036"
Syria,738,+21,41,+1,229,468,,42,2,,,"17,530,281"
Malta,729,+9,9,,665,55,,"1,651",20,"125,685","284,588","441,638"
,,,,,,,,,,,,
Diamond Princess,712,,13,,651,48,4,,,,,
San Marino,699,,42,,657,0,,"20,597","1,238","5,729","168,813","33,937"
Réunion,657,,4,,592,61,4,733,4,"35,419","39,538","895,812"
Lesotho,604,+28,13,,144,447,,282,6,"7,463","3,482","2,143,572"
Channel Islands,587,,47,,533,7,,"3,374",270,"30,721","176,571","173,987"
Tanzania,509,,21,,183,305,7,9,0.4,,,"59,849,045"
Bahamas,484,,11,,91,382,1,"1,230",28,"4,143","10,528","393,534"
Taiwan,467,,7,,441,19,,20,0.3,"81,384","3,417","23,820,259"
Vietnam,464,+5,,,369,95,,5,,"430,000","4,414","97,406,346"
Gambia,403,+77,8,,66,329,,166,3,"4,859","2,007","2,421,264"
Guyana,398,,20,,185,193,4,506,25,"4,563","5,799","786,853"
Burundi,387,,1,,304,82,,32,0.08,"14,362","1,205","11,914,441"
Comoros,378,,7,,330,41,,434,8,,,"870,920"
Myanmar,353,+2,6,,295,52,,6,0.1,"112,381","2,064","54,438,429"
Mauritius,344,,10,,332,2,,270,8,"205,285","161,395","1,271,939"
Isle of Man,336,,24,,312,0,,"3,950",282,"8,137","95,652","85,069"
Mongolia,291,,,,225,66,4,89,,"35,228","10,733","3,282,189"
Martinique,269,,15,,98,156,4,717,40,"12,227","32,584","375,241"
Eritrea,265,,,,191,74,,75,,,,"3,550,102"
Guadeloupe,244,,14,,176,54,3,610,35,"15,235","38,075","400,130"
Cambodia,234,+8,,,162,72,1,14,,"62,058","3,708","16,736,317"
Faeroe Islands,220,,,,188,32,2,"4,501",,"36,547","747,719","48,878"
Cayman Islands,203,,1,,202,0,,"3,086",15,"29,679","451,179","65,781"
Gibraltar,187,+1,,,180,7,,"5,551",,"20,877","619,679","33,690"
Bermuda,156,,9,,141,6,,"2,506",145,"20,962","336,690","62,259"
Trinidad and Tobago,156,,8,,128,20,,111,6,"6,955","4,968","1,399,851"
Brunei,141,,3,,138,0,,322,7,"40,202","91,827","437,802"
Sint Maarten,126,+11,15,,64,47,,"2,936",350,857,"19,971","42,913"
Monaco,120,,4,,105,11,,"3,056",102,"38,209","973,131","39,264"
Aruba,119,,3,,102,14,,"1,114",28,"11,073","103,678","106,802"
Seychelles,114,,,,39,75,,"1,159",,,,"98,395"
Barbados,110,,7,,95,8,,383,24,"10,771","37,477","287,404"
Turks and Caicos,104,+5,2,,37,65,1,"2,683",52,"1,168","30,137","38,756"
Bhutan,101,+2,,,88,13,,131,,"42,190","54,632","772,257"
Antigua and Barbuda,91,,3,,67,21,1,929,31,"1,345","13,726","97,992"
Liechtenstein,88,,1,,85,2,,"2,307",26,900,"23,599","38,137"
Papua New Guinea,63,,2,,11,50,,7,0.2,"10,000","1,116","8,959,299"
French Polynesia,62,,,,62,0,,221,,"5,390","19,179","281,036"
St. Vincent Grenadines,52,,,,39,13,,469,,"1,866","16,816","110,968"
Saint Martin,49,,3,,41,5,1,"1,266",77,"1,080","27,897","38,714"
Belize,48,,2,,27,19,,121,5,"3,251","8,165","398,154"
Macao,46,,,,46,0,,71,,"4,071","6,263","650,000"
Curaçao,29,,1,,24,4,,177,6,"1,080","6,579","164,147"
Fiji,27,,,,18,9,,30,,"4,000","4,460","896,953"
Grenada,24,+1,,,23,1,,213,,"6,252","55,542","112,564"
Saint Lucia,24,,,,22,2,,131,,"2,968","16,157","183,694"
Timor-Leste,24,,,,24,0,,18,,"1,568","1,188","1,320,262"
New Caledonia,22,,,,22,0,,77,,"10,186","35,652","285,710"
Laos,20,,,,19,1,,3,,"26,737","3,671","7,283,442"
Dominica,18,,,,18,0,,250,,"1,005","13,958","72,000"
Saint Kitts and Nevis,17,,,,15,2,,319,,"1,006","18,900","53,228"
Greenland,14,,,,13,1,,247,,"5,816","102,434","56,778"
Falkland Islands,13,,,,13,0,,"3,728",,"1,816","520,792","3,487"
Montserrat,12,,1,,10,1,,"2,404",200,61,"12,220","4,992"
Vatican City,12,,,,12,0,,"14,981",,,,801
Caribbean Netherlands,11,,,,7,4,,419,,424,"16,157","26,242"
Western Sahara,10,,1,,8,1,,17,2,,,"598,360"
MS Zaandam,9,,2,,,7,,,,,,
British Virgin Islands,8,,1,,7,0,,264,33,439,"14,514","30,247"
St. Barth,7,,,,6,1,,709,,"1,246","126,126","9,879"
Saint Pierre Miquelon,4,,,,1,3,,691,,,,"5,792"
Anguilla,3,,,,3,0,,200,,380,"25,311","15,013"
