"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Population
South Sudan,"2,305",,46,,"1,175","1,084",,206,4,"12,044","1,075","11,203,346"
Slovakia,"2,204",,28,,"1,644",532,2,404,5,"255,239","46,748","5,459,850"
Slovenia,"2,101",,117,,"1,742",242,3,"1,011",56,"128,814","61,961","2,078,961"
Estonia,"2,038",,69,,"1,924",45,1,"1,536",52,"117,341","88,452","1,326,605"
Lithuania,"2,027",,80,,"1,623",324,6,745,29,"507,420","186,617","2,719,048"
Guinea-Bissau,"1,954",,26,,803,"1,125",5,991,13,"1,500",761,"1,971,130"
Rwanda,"1,926",,5,,"1,005",916,,148,0.4,"251,815","19,410","12,973,627"
Namibia,"1,917",,8,,104,"1,805",24,753,3,"24,325","9,561","2,544,131"
Iceland,"1,857",,10,,"1,823",24,,"5,439",29,"127,097","372,270","341,411"
Sierra Leone,"1,786",,66,,"1,336",384,,224,8,,,"7,988,172"
Benin,"1,770",,35,,"1,036",699,1,146,3,"85,863","7,070","12,144,141"
Mozambique,"1,720",,11,,602,"1,107",,55,0.4,"54,081","1,727","31,312,346"
Yemen,"1,703",,484,,840,379,,57,16,120,4,"29,870,706"
New Zealand,"1,559",+2,22,,"1,514",23,,312,4,"460,067","91,975","5,002,100"
Suriname,"1,510",,24,,965,521,11,"2,572",41,"1,331","2,267","587,024"
Tunisia,"1,468",,50,,"1,168",250,3,124,4,"91,256","7,715","11,827,762"
Latvia,"1,220",,31,,"1,052",137,2,647,16,"193,445","102,654","1,884,446"
Uruguay,"1,218",,35,,958,225,7,351,10,"107,321","30,887","3,474,661"
Jordan,"1,182",,11,,"1,042",129,3,116,1,"577,754","56,583","10,210,649"
Liberia,"1,177",,72,,646,459,,232,14,,,"5,065,687"
Georgia,"1,145",,16,,927,202,5,287,4,"204,356","51,236","3,988,556"
Uganda,"1,135",,2,,989,144,,25,0.04,"264,162","5,764","45,832,159"
Niger,"1,132",,69,,"1,027",36,,47,3,"9,052",373,"24,259,754"
Burkina Faso,"1,105",,53,,926,126,,53,3,,,"20,940,705"
Cyprus,"1,067",,19,,852,196,,883,16,"196,479","162,645","1,208,022"
Angola,"1,000",,47,,266,687,15,30,1,"59,052","1,793","32,931,042"
Chad,926,,75,,810,41,,56,5,,,"16,456,328"
Andorra,907,,52,,803,52,,"11,737",673,"3,750","48,528","77,275"
Togo,896,,18,,612,266,2,108,2,"41,245","4,974","8,291,798"
Sao Tome and Principe,867,,14,,759,94,,"3,951",64,"2,823","12,864","219,443"
Jamaica,855,+2,10,,724,121,,289,3,"37,210","12,562","2,962,161"
Botswana,739,,2,,63,674,1,314,0.8,"66,744","28,343","2,354,906"
,,,,,,,,,,,,
Diamond Princess,712,,13,,651,48,4,,,,,
Malta,708,,9,,665,34,,"1,603",20,"122,348","277,035","441,634"
San Marino,699,,42,,657,0,,"20,597","1,238","5,729","168,813","33,937"
Syria,694,,40,,220,434,,40,2,,,"17,529,116"
Réunion,657,,4,,592,61,4,733,4,"35,419","39,539","895,795"
Channel Islands,587,,47,,533,7,,"3,374",270,"30,721","176,576","173,982"
Tanzania,509,,21,,183,305,7,9,0.4,,,"59,844,377"
Lesotho,505,,12,,128,365,,236,6,"7,463","3,482","2,143,526"
Taiwan,467,,7,,440,20,,20,0.3,"80,825","3,393","23,820,142"
Bahamas,447,,11,,91,345,1,"1,136",28,"4,106","10,434","393,523"
Vietnam,446,,,,369,77,,5,,"275,000","2,823","97,403,956"
Guyana,396,,20,,181,195,4,503,25,"4,478","5,691","786,843"
Burundi,378,,1,,301,76,,32,0.08,"13,573","1,139","11,913,469"
Comoros,354,,7,,328,19,,406,8,,,"870,870"
Myanmar,351,+1,6,,293,52,,6,0.1,"112,381","2,064","54,437,434"
Mauritius,344,,10,,332,2,,270,8,"205,285","161,396","1,271,933"
Isle of Man,336,,24,,312,0,,"3,950",282,"8,081","94,996","85,067"
Gambia,326,,8,,66,252,,135,3,"4,515","1,865","2,421,078"
Mongolia,289,,,,222,67,5,88,,"34,078","10,383","3,282,045"
Martinique,269,,15,,98,156,4,717,40,"12,227","32,584","375,242"
Eritrea,265,,,,191,74,,75,,,,"3,549,968"
Cambodia,226,,,,147,79,1,14,,"60,029","3,587","16,735,684"
Faeroe Islands,220,,,,188,32,2,"4,501",,"36,125","739,100","48,877"
Guadeloupe,203,,14,,176,13,3,507,35,"15,235","38,075","400,129"
Cayman Islands,203,,1,,202,0,,"3,086",15,"29,466","447,955","65,779"
Gibraltar,186,,,,180,6,,"5,521",,"20,142","597,863","33,690"
Bermuda,154,,9,,141,4,,"2,474",145,"20,407","327,776","62,259"
Trinidad and Tobago,153,,8,,128,17,,109,6,"6,801","4,858","1,399,839"
Brunei,141,,3,,138,0,,322,7,"37,058","84,648","437,791"
Aruba,119,,3,,102,14,,"1,114",28,"10,768","100,823","106,801"
Monaco,117,,4,,104,9,,"2,980",102,"38,209","973,155","39,263"
Sint Maarten,114,,15,,63,36,,"2,657",350,634,"14,774","42,912"
Seychelles,114,,,,39,75,,"1,159",,,,"98,393"
Barbados,110,,7,,94,9,,383,24,"10,641","37,025","287,403"
Turks and Caicos,99,,2,,37,60,1,"2,555",52,"1,125","29,029","38,755"
Bhutan,99,,,,86,13,,128,,"41,763","54,081","772,234"
Liechtenstein,87,,1,,81,5,,"2,281",26,900,"23,600","38,136"
Antigua and Barbuda,86,,3,,65,18,1,878,31,"1,237","12,624","97,990"
Papua New Guinea,63,,,,11,52,,7,,"10,000","1,116","8,958,835"
French Polynesia,62,,,,60,2,,221,,"4,649","16,543","281,032"
St. Vincent Grenadines,52,,,,39,13,,469,,"1,866","16,816","110,967"
Saint Martin,49,,3,,41,5,1,"1,266",77,"1,080","27,898","38,713"
Belize,48,,2,,27,19,,121,5,"3,251","8,166","398,134"
Macao,46,,,,46,0,,71,,"4,071","6,263","649,976"
Curaçao,29,,1,,24,4,,177,6,"1,080","6,580","164,145"
Fiji,27,,,,18,9,,30,,"4,000","4,460","896,935"
Saint Lucia,24,,,,22,2,,131,,"2,968","16,158","183,691"
Timor-Leste,24,,,,24,0,,18,,"1,568","1,188","1,320,194"
Grenada,23,,,,23,0,,204,,"5,465","48,551","112,563"
New Caledonia,22,,,,22,0,,77,,"10,186","35,653","285,702"
Laos,20,,,,19,1,,3,,"26,386","3,623","7,283,153"
Dominica,18,,,,18,0,,250,,"1,005","13,958","72,000"
Saint Kitts and Nevis,17,,,,15,2,,319,,"1,006","18,900","53,227"
Greenland,14,,,,13,1,,247,,"5,784","101,870","56,778"
Falkland Islands,13,,,,13,0,,"3,728",,"1,816","520,792","3,487"
Montserrat,12,,1,,10,1,,"2,404",200,61,"12,220","4,992"
Vatican City,12,,,,12,0,,"14,981",,,,801
Caribbean Netherlands,11,,,,7,4,,419,,424,"16,158","26,241"
Western Sahara,10,,1,,8,1,,17,2,,,"598,320"
MS Zaandam,9,,2,,,7,,,,,,
British Virgin Islands,8,,1,,7,0,,264,33,439,"14,514","30,246"
St. Barth,7,,,,6,1,,709,,"1,246","126,126","9,879"
Saint Pierre Miquelon,4,,,,1,3,,691,,,,"5,792"
Anguilla,3,,,,3,0,,200,,380,"25,311","15,013"
